
央视频道,#genre#
宁夏卫视,http://goo.bkpcp.top/mg/nxws$LR•IPV4•51『线路5』
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路6』
宁夏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887433.m3u8$LR•IPV4•51『线路7』
宁夏卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路8』
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8$LR•IPV6•51『线路9』
宁夏卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227254/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6•51『线路10』
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路11』
宁夏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESco1zinvdUYzleEkXYhIvA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•51『线路12』
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8$LR•IPV4•51『线路13』
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8$LR•IPV4•51『线路14』
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8$LR•IPV4•51『线路15』
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8$LR•IPV4•51『线路16』
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8$LR•IPV4•51『线路17』
宁夏卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010110$LR•IPV4•51『线路18』
宁夏卫视,http://z.b.bkpcp.top/m.php?id=nxws$LR•IPV4•51『线路19』
宁夏卫视,http://j.x.bkpcp.top/jx/NXWS$LR•IPV4•51『线路20』
宁夏卫视,http://goo.bkpcp.top/mg/nxws$LR•IPV4•51『线路21』
宁夏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887433.m3u8$LR•IPV4•51『线路22』
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路23』
宁夏卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路24』
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8$LR•IPV6•51『线路25』
宁夏卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227254/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6•51『线路26』
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8$LR•IPV6•51『线路27』
宁夏卫视,https://live.mxdyeah.top/live.php?id=ningxia$LR•IPV4•51『线路28』
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8$LR•IPV4•51『线路29』
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8$LR•IPV4•51『线路30』
宁夏卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8$LR•IPV4•51『线路31』
宁夏卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8$LR•IPV4•51『线路32』
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8"target='if'>$LR•IPV4•51『线路33』
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8$LR•IPV4•51『线路34』
宁夏卫视,http://home.wwang.pw:35455/itv/1000000002000031451.m3u8?cdn=ystenlive$LR•IPV4•51『线路35』
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8$LR•IPV4•51『线路36』
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8$LR•IPV4•51『线路37』
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8$LR•IPV4•51『线路38』
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8$LR•IPV4•51『线路39』
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8$LR•IPV4•51『线路40』
宁夏卫视,http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8$LR•IPV4•51『线路41』
宁夏卫视,http://3501776.xyz:35455/itv/1000000002000031451.m3u8?cdn=ystenlive$LR•IPV4•51『线路42』
宁夏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001074/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•51『线路43』
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=2025110808005329b7b16162884a3fa11401c884419e75&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20251108080053&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=106.13.250.83&SecurityKey=20251108080053&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=571da8e976075c01cb5a379ebc5369eb&ddCalcu=b5e7e9106d83a058ceb9e7967037a55cb0c1$LR•IPV4•51『线路44』
宁夏卫视,http://219.157.60.114:7001/rtp/225.1.4.43:1072$LR•IPV4•51『线路45』
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118$LR•IPV4•51『线路46』
宁夏卫视,https://cc06.tv12.xyz/96.m3u8$LR•IPV4•51『线路47』
宁夏卫视,http://39.134.65.7/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$LR•IPV4•51『线路48』
宁夏卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=nxws$LR•IPV4•51『线路49』
宁夏卫视,http://111.43.126.240:9003/hls/67/index.m3u8$LR•IPV4•51『线路50』
宁夏卫视,http://sh.lnott.top:880/dx53.m3u8$LR•IPV4•51『线路51』
宁夏卫视 (576p) [Not 24/7],http://183.207.248.71/gitv/live1/G_NINGXIA/G_NINGXIA$LR•IPV4
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$LR•IPV4•58『线路1』
青海卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010111$LR•IPV4•58『线路2』
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws$LR•IPV4•58『线路3』
青海卫视,http://j.x.bkpcp.top/jx/QHWS$LR•IPV4•58『线路4』
青海卫视,http://goo.bkpcp.top/mg/qhws$LR•IPV4•58『线路5』
青海卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887430.m3u8$LR•IPV4•58『线路6』
青海卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8$LR•IPV6•58『线路7』
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8$LR•IPV6•58『线路8』
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226916/1.m3u8$LR•IPV6•58『线路9』
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8$LR•IPV6•58『线路10』
青海卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227119/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6•58『线路11』
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EacviHy_ucMT27Ymf2iLtZA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•58『线路12』
青海卫视,http://58.57.40.22:9901/tsfile/live/1057_1.m3u8$LR•IPV4•58『线路13』
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8$LR•IPV4•58『线路14』
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8$LR•IPV4•58『线路15』
青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8$LR•IPV4•58『线路16』
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$LR•IPV4•58『线路17』
青海卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010111$LR•IPV4•58『线路18』
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws$LR•IPV4•58『线路19』
青海卫视,http://j.x.bkpcp.top/jx/QHWS$LR•IPV4•58『线路20』
青海卫视,http://goo.bkpcp.top/mg/qhws$LR•IPV4•58『线路21』
青海卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003887430.m3u8$LR•IPV4•58『线路22』
青海卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8$LR•IPV6•58『线路23』
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8$LR•IPV6•58『线路24』
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226916/1.m3u8$LR•IPV6•58『线路25』
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8$LR•IPV6•58『线路26』
青海卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227119/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6•58『线路27』
青海卫视,https://live.mxdyeah.top/live.php?id=qinghaiSD$LR•IPV4•58『线路28』
青海卫视,http://k.061899.xyz/m.php?id=qhws$LR•IPV4•58『线路29』
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws$LR•IPV4•58『线路30』
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8$LR•IPV4•58『线路31』
青海卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8$LR•IPV4•58『线路32』
青海卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8$LR•IPV4•58『线路33』
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$LR•IPV4•58『线路34』
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484$LR•IPV4•58『线路35』
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030$LR•IPV4•58『线路36』
青海卫视,http://148.135.93.213/live.php?id=青海卫视$LR•IPV4•58『线路37』
青海卫视,http://home.wwang.pw:35455/itv/5000000006000040015.m3u8?cdn=bestzb$LR•IPV4•58『线路38』
青海卫视,http://58.57.40.22:9901/tsfile/live/1057_1.m3u8$LR•IPV4•58『线路39』
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8$LR•IPV4•58『线路40』
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8$LR•IPV4•58『线路41』
青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8$LR•IPV4•58『线路42』
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$LR•IPV4•58『线路43』
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8$LR•IPV4•58『线路44』
青海卫视,http://3501776.xyz:35455/itv/1000000002000013359.m3u8?cdn=ystenlive$LR•IPV4•58『线路45』
青海卫视,https://jzb.wwkejishe.top/?id=605$LR•IPV4•58『线路46』
青海卫视,https://iptv.catvod.com/live.php?id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86$LR•IPV4•58『线路47』
青海卫视,https://migu.188766.xyz/?migutoken=189fb6da5eb262b0e17dc19d21848b03&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy$LR•IPV4•58『线路48』
青海卫视,http://219.157.60.114:7001/rtp/225.1.4.44:1073$LR•IPV4•58『线路49』
青海卫视,http://ygbh.site/php/bfgd.php?id=111$LR•IPV4•58『线路50』
青海卫视,https://cc06.tv12.xyz/97.m3u8$LR•IPV4•58『线路51』
青海卫视,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$LR•IPV4•58『线路52』
青海卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=qhws$LR•IPV4•58『线路53』
青海卫视,http://t.061899.xyz/tl/dq.php?id=qhws$LR•IPV4•58『线路54』
青海卫视,https://zby.130519.xyz/PLTV/11/224/3221226105/index.m3u8$LR•IPV4•58『线路55』
青海卫视,http://111.43.126.240:9003/hls/59/index.m3u8$LR•IPV4•58『线路56』
青海卫视,http://sh.lnott.top:880/dx54.m3u8$LR•IPV4•58『线路57』
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8$LR•IPV4•58『线路58』
青海卫视 (1080p),http://live.geermurmt.com/qhws/sd/live.m3u8$LR•IPV4
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$LR•IPV4•56『线路1』
山东卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010066$LR•IPV4•56『线路2』
山东卫视,http://z.b.bkpcp.top/m.php?id=sdws$LR•IPV4•56『线路3』
山东卫视,http://j.x.bkpcp.top/jx/SHANDHD$LR•IPV4•56『线路4』
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8$LR•IPV4•56『线路5』
山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8$LR•IPV4•56『线路6』
山东卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8$LR•IPV6•56『线路7』
山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226456/index.m3u8$LR•IPV6•56『线路8』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226244/1.m3u8$LR•IPV6•56『线路9』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226487/1.m3u8$LR•IPV6•56『线路10』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226501/1.m3u8$LR•IPV6•56『线路11』
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8$LR•IPV4•56『线路12』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226957/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjW26v5VaHGy1jQuIA-4EbA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•56『线路13』
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8$LR•IPV4•56『线路14』
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$LR•IPV4•56『线路15』
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8$LR•IPV4•56『线路16』
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$LR•IPV4•56『线路17』
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8$LR•IPV4•56『线路18』
山东卫视,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8$LR•IPV4•56『线路19』
山东卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010066$LR•IPV4•56『线路20』
山东卫视,http://z.b.bkpcp.top/m.php?id=sdws$LR•IPV4•56『线路21』
山东卫视,http://j.x.bkpcp.top/jx/SHANDHD$LR•IPV4•56『线路22』
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8$LR•IPV4•56『线路23』
山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8$LR•IPV4•56『线路24』
山东卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8$LR•IPV6•56『线路25』
山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226456/index.m3u8$LR•IPV6•56『线路26』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226244/1.m3u8$LR•IPV6•56『线路27』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226487/1.m3u8$LR•IPV6•56『线路28』
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226501/1.m3u8$LR•IPV6•56『线路29』
山东卫视,http://k.061899.xyz/m.php?id=sdws$LR•IPV4•56『线路30』
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws$LR•IPV4•56『线路31』
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$LR•IPV4•56『线路32』
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8$LR•IPV4•56『线路33』
山东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226456$LR•IPV4•56『线路34』
山东卫视,http://148.135.93.213/live.php?id=山东卫视$LR•IPV4•56『线路35』
山东卫视,http://home.wwang.pw:35455/itv/1000000005000265019.m3u8?cdn=ystenlive$LR•IPV4•56『线路36』
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$LR•IPV4•56『线路37』
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8$LR•IPV4•56『线路38』
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$LR•IPV4•56『线路39』
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8$LR•IPV4•56『线路40』
山东卫视,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8$LR•IPV4•56『线路41』
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8$LR•IPV4•56『线路42』
山东卫视,http://3501776.xyz:35455/itv/1000000005000265019.m3u8?cdn=ystenlive$LR•IPV4•56『线路43』
山东卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227234/index.m3u8$LR•IPV4•56『线路44』
山东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001028/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•56『线路45』
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8$LR•IPV6•56『线路46』
山东卫视,http://219.157.60.114:7001/rtp/225.1.4.88:1117$LR•IPV4•56『线路47』
山东卫视,http://ygbh.site/php/bfgd.php?id=099$LR•IPV4•56『线路48』
山东卫视,https://cc06.tv12.xyz/101.m3u8$LR•IPV4•56『线路49』
山东卫视,http://39.135.133.144/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$LR•IPV4•56『线路50』
山东卫视,http://mg.hmysapp.cn:177/ckmg/zb.php?id=sdws$LR•IPV4•56『线路51』
山东卫视,http://t.061899.xyz/tl/dq.php?id=sdws$LR•IPV4•56『线路52』
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8$LR•IPV4•56『线路53』
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视$LR•IPV4•56『线路54』
山东卫视,http://sh.lnott.top:880/dx38.m3u8$LR•IPV4•56『线路55』
山东卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.69:10054$LR•IPV4•56『线路56』
山东卫视 (720p),http://125.210.152.18:9090/live/SDWSHD_H265.m3u8$LR•IPV4
山东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8$LR•IPV4
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$LR•IPV4•56『线路1』
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459$LR•IPV4•56『线路2』
天津卫视,http://j.x.bkpcp.top/jx/TIANJHD$LR•IPV4•56『线路3』
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8$LR•IPV4•56『线路4』
天津卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225972/main.m3u8$LR•IPV6•56『线路5』
天津卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873466.m3u8$LR•IPV4•56『线路6』
天津卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8$LR•IPV6•56『线路7』
天津卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226459/index.m3u8$LR•IPV6•56『线路8』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8$LR•IPV6•56『线路9』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226489/1.m3u8$LR•IPV6•56『线路10』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226502/1.m3u8$LR•IPV6•56『线路11』
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8$LR•IPV4•56『线路12』
天津卫视,http://60.16.0.216:5757/hls/34/index.m3u8$LR•IPV4•56『线路13』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eaf3wyULP1h575eM_4ByMDg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV6•56『线路14』
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8$LR•IPV4•56『线路15』
天津卫视,http://60.16.0.216:5757/hls/34/index.m3u8$LR•IPV4•56『线路16』
天津卫视,http://223.241.247.214:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•56『线路17』
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8$LR•IPV4•56『线路18』
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8$LR•IPV4•56『线路19』
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8$LR•IPV4•56『线路20』
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8$LR•IPV4•56『线路21』
天津卫视,http://182.150.23.74:808/hls/27/index.m3u8$LR•IPV4•56『线路22』
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459$LR•IPV4•56『线路23』
天津卫视,http://j.x.bkpcp.top/jx/TIANJHD$LR•IPV4•56『线路24』
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8$LR•IPV4•56『线路25』
天津卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873466.m3u8$LR•IPV4•56『线路26』
天津卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225972/main.m3u8$LR•IPV6•56『线路27』
天津卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8$LR•IPV6•56『线路28』
天津卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226459/index.m3u8$LR•IPV6•56『线路29』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8$LR•IPV6•56『线路30』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226489/1.m3u8$LR•IPV6•56『线路31』
天津卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226502/1.m3u8$LR•IPV6•56『线路32』
天津卫视,https://live.mxdyeah.top/live.php?id=tianjinHD$LR•IPV4•56『线路33』
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$LR•IPV4•56『线路34』
天津卫视,http://k.061899.xyz/m.php?id=tjws$LR•IPV4•56『线路35』
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws$LR•IPV4•56『线路36』
天津卫视,http://sh.lnott.top:880/dx30.m3u8$LR•IPV4•56『线路37』
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$LR•IPV4•56『线路38』
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8$LR•IPV4•56『线路39』
天津卫视,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8$LR•IPV4•56『线路40』
天津卫视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8$LR•IPV4•56『线路41』
天津卫视,http://148.135.93.213/live.php?id=天津卫视$LR•IPV4•56『线路42』
天津卫视,http://home.wwang.pw:35455/itv/1000000005000265026.m3u8?cdn=ystenlive$LR•IPV4•56『线路43』
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8$LR•IPV4•56『线路44』
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8$LR•IPV4•56『线路45』
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8$LR•IPV4•56『线路46』
天津卫视,http://182.150.23.74:808/hls/27/index.m3u8$LR•IPV4•56『线路47』
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8$LR•IPV4•56『线路48』
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8$LR•IPV6•56『线路49』
天津卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/ott.mobaibox.com/PLTV/4/224/3221227488/index.m3u8$LR•IPV6•56『线路50』
天津卫视,http://219.157.60.114:7001/rtp/225.1.4.86:1115$LR•IPV4•56『线路51』
天津卫视,http://ygbh.site/php/bfgd.php?id=084$LR•IPV4•56『线路52』
天津卫视,http://39.135.135.14/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$LR•IPV4•56『线路53』
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8$LR•IPV4•56『线路54』
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视$LR•IPV4•56『线路55』
天津卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.68:10048$LR•IPV4•56『线路56』
天津卫视高清,http://111.43.126.240:9003/hls/46/index.m3u8$LR•IPV4
天津卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8$LR•IPV4
